Video ID,Title,Upload Date,Raw Duration,Duration in S,View Count,Like Count,Comment Count
ianyoKUMwK4,A spicy steak on top of Google ft. @LisaNguyen,2022-04-29,30S,30,6177898,442833,1999
77KIbqv2eEM,Deconstructed Prime Rib,2022-04-28,1M,60,19389154,1323369,3883
g-hPtKGb8yo,A hen in her nest 🐓,2022-04-19,1M,60,10607185,768289,2505
Ahx2YptGw3I,Pork Brisket vs Bison Brisket ft. @GugaFoods,2022-04-13,35S,35,9570956,678878,2231
YQ15ugO3eI8,Pork Chips and Salsa,2022-04-12,28S,28,2409265,169672,738
PqU8NtHBgCk,Steak Pizza ft. @GugaFoods,2022-04-07,32S,32,28830459,1539016,7935
GXpioNviYl4,Everything I ate on a luxury cruise,2022-04-05,59S,59,9976506,715575,3202
EleODaehtgo,The Steak Monster 😈,2022-04-02,1M,60,114496136,6206175,16395
jPAR4KAajVY,Pick Juice Brined Steak,2022-04-01,43S,43,14374911,958339,1392
bHgUL_W62sE,Pork Skin Chip,2022-03-27,46S,46,10043186,671994,4130
cz-MsIhZU4s,FROZEN Steak Experiment,2022-03-22,1M2S,62,962594,8143,116
JJeznbuGEAI,The Steak Review: IHOP,2022-03-19,30S,30,7702049,455165,1364
bFRKVoR_Bsg,Dry Aged Bologna,2022-03-18,27S,27,67741842,2554367,7631
6PDJXdjnWM4,My mom forced me to play the violin,2022-03-12,1M,60,16022402,1274829,5609
yvy2a3gmNYs,Pork Belly Accordion,2022-03-10,18S,18,58152314,1900697,5646
rzkrJ7T-HSA,The Steak Review: Cracker Barrel,2022-03-04,34S,34,3720363,263821,797
GZx2n_sOGj8,Should steaks be left at room temp before cooking?,2022-03-02,36S,36,9513963,678515,1497
5aAdnro2mx8,Do 15lb lobsters taste bad? ft. @NickDiGiovanni,2022-02-24,36S,36,42792337,2032300,6919
1LcH86evTyI,How to grill a porterhouse,2022-02-21,27S,27,10173430,444185,1457
dU_dDHh_LMY,The doctor said I need to eat more fish…,2022-02-18,15S,15,5705025,317526,2335
MY9l1G6aT_I,The time I got stood up on a date 💔,2022-02-14,1M,60,43666928,3155550,8856
6iPbI3HAUEo,A Big Brisket Sandwich,2022-02-11,21S,21,2449434,158688,1083
0y2ntUU5n04,Car Cooking: Red Lobster @NickDiGiovanni,2022-02-08,57S,57,25286575,2033017,4931
WEfbBm7qTUE,The sandwich from my nightmares,2022-02-07,25S,25,2467097,191509,1100
NqHZXM3RB9Q,The day I fell in love,2022-02-04,1M,60,49181749,3033536,8418
gAEAVA9Ippg,Steak Battles: Max vs Ken’s (cops called👮‍♂️),2022-01-29,56S,56,33869513,2553074,6530
Ms7gIC6i_sA,Duck Fat Chip 🦆,2022-01-26,42S,42,14819415,834361,3213
czKXBBUezps,The Ultimate Smash Burger,2022-01-25,47S,47,3097696,274128,1357
k-kEgO4WkeE,Pork Belly Bread 🐷,2022-01-22,40S,40,5113626,402248,1774
gPGAIx2wC40,28 Day Salt Dry Age 🧂,2022-01-20,34S,34,8117833,632018,1142
MshH6ajPKP4,Butter Injected Lobster 🦞,2022-01-17,34S,34,74100180,3482325,19987
YB3hofmgZLo,Homemade McFish,2022-01-15,29S,29,1409233,121595,384
WpGrl1-GZMA,Chicken and Waffles x TikTok Cake #shorts,2022-01-14,39S,39,10844826,707643,1851
JUFf5yrZDbA,How did I make money living in China? Ft. Every TikTok creator seasoning #shorts,2022-01-07,1M,60,37458846,2578385,8002
rGoZfebxjVI,Tofu Ribs (for all my loyal vegan followers) #shorts,2022-01-06,16S,16,10397851,576272,9112
R6T3D6gu1GI,Has social media made me hate cooking? #shorts,2022-01-03,1M,60,3131800,231783,1390
bMC13z2GCqc,Best “it’s raw” comment wins (pt 2) #shorts,2021-12-30,12S,12,4927986,204181,12906
5GaIEvusqbU,Steak Ice Cream #shorts,2021-12-28,11S,11,19650868,636851,3652
gAj7I7nt_XA,Prime Rib Reuben #shorts,2021-12-26,21S,21,2215113,141577,723
Hkg2e_9PjMI,What happens if you don’t rest your roast? #shorts,2021-12-25,24S,24,11176239,523480,3899
l9Yo0I3GSJ4,How to Prep & French a Prime Rib #shorts,2021-12-23,24S,24,6320452,261284,341
ESBJgrUdykY,Holiday Prime Rib (Thicc crust) #shorts,2021-12-19,47S,47,3916435,323872,1368
5XC6GjfM7Os,I (kinda) got kicked out of Wendy’s parking lot #shorts,2021-12-15,59S,59,135829483,7161040,16936
3_OArk8bZNU,CAR COOKING: Sleepover at Wendy's (Max vs Baconator) #shorts,2021-12-15,1M,60,36310140,2907780,2573
F75zF9pjVUM,Dry Aged Striped Bass #shorts,2021-12-13,33S,33,2251054,166549,781
fWH79nI3DFU,Car Cooking x Does it Deep Fry: McRib #shorts,2021-12-11,39S,39,4172455,345423,752
kU_W_YIsFL4,The Tomahawk King (well done & rare) #shorts,2021-12-09,48S,48,22688981,1422265,8871
lZI4IT2EbIc,The Old Fashioned: Orange & Whisky Dry Age #shorts,2021-12-03,37S,37,2505245,210572,519
AJ3Py2n_cUY,The Ultimate Seafood Tower #shorts,2021-12-02,59S,59,1179023,106811,398
DWgJ57LV4RE,Does it Deep Fry: Whole Duck #shorts,2021-12-01,29S,29,3210603,184436,1352
y3I17q1I0UQ,Pulled Pork Cinnamon Rolls #shorts,2021-11-30,29S,29,948035,83210,551
blDev_gChA4,$1 vs $100 bite - what does an 8 yr old like more? #shorts,2021-11-28,50S,50,53231196,2890014,16096
-2exRhKYqRk,Green Dry Aged Turkey #shorts,2021-11-26,36S,36,8719292,548033,2429
iuhIgUfRz0Y,Surf & Turf Sandwich #shorts,2021-11-25,29S,29,2380024,172615,926
LJaj3E29N_4,The right way to carve a Turkey #shorts,2021-11-21,31S,31,3152736,243080,459
KzWS_w6An1U,🍆 Wellington #shorts,2021-11-20,16S,16,3049153,121556,826
WUGzlHBvm-E,Tomato Wellington 🍅 #shorts,2021-11-20,16S,16,5747764,234086,1350
koNFDjyt6zw,The Perfect Thanksgiving Turkey #shorts,2021-11-17,48S,48,5214126,321189,1817
i-15DZuO3u0,100 Day Dry Age Wagyu Beef Shank #shorts,2021-11-16,1M,60,5696661,467052,1122
53gyRm319-c,The Turkey Wellington #shorts,2021-11-12,44S,44,1878499,164958,641
5KLhlKMPKss,"Dry Aged Tuna Sushi ($4,000!!) #shorts",2021-11-11,53S,53,30893531,1816399,6149
qc1aPTPIgvA,Bacon Wrapped Tomahawk #shorts,2021-11-09,15S,15,2569291,133835,620
18lSwA77zcs,Sour patch kids dry age experiment (don't try this at home) #shorts,2021-11-06,45S,45,8503609,578722,5856
sZKQVbWVNYI,Eating Duck with Mark Zuckerberg #shorts,2021-11-05,1M,60,30484033,1797048,7913
Mh_IOsM88Ik,The Ostrich Egg Exploded Before I Could Slice It 🥲 #shorts,2021-11-01,17S,17,18377559,424407,1865
fGEDb2lUWI4,Should you really cut steaks AGAINST the grain? (Real fire pit) #shorts,2021-10-26,38S,38,12639025,756916,1697
SfkoDFjAZ8g,How I almost burned down my house #shorts,2021-10-25,44S,44,3252230,243678,687
WXKp_11ehbQ,Pumpkin Spice Dry Aged Ribeye #shorts,2021-10-24,37S,37,1731983,137343,483
BjHLQzkMJtw,Does it Deep Fry: Ice #shorts,2021-10-23,24S,24,5001252,282442,1268
Cun-ny0N4dw,How I almost died buying my first smoker #shorts,2021-10-18,47S,47,8326887,572539,3974
9cBVeyhW_SE,I dropped this steak in real dirt #shorts,2021-10-17,11S,11,853698,42076,667
jrqt8aIvKDo,Steak School: New York Strip (Strip Steak) #shorts,2021-10-16,32S,32,4470943,292572,606
sNsfvfEi27Y,Chocolate & Coffee Dry Aged Ribeye #shorts,2021-10-14,40S,40,4334312,363000,1208
keAOhf4FFkQ,6 Steak Temps (Ketchup - Vampire) #shorts,2021-10-11,39S,39,16364787,808750,12500
Hywmhl2eQlQ,Does it Deep Fry: Pork Belly #shorts,2021-10-09,18S,18,7397415,403771,1760
6KrsRM5d_0s,The Steak Review: Longhorn #shorts,2021-10-06,31S,31,3838423,280364,636
0AQ_eSNlH78,Turned 29 so cooked 🥩 #shorts,2021-10-02,8S,8,10596168,370500,2480
MDJjWi0Wzh8,Steak Battles: Max vs Longhorn Steakhouse #shorts,2021-10-01,44S,44,15240573,1292635,2321
DvawYzNvGbk,Steak of the Sea #shorts,2021-09-29,11S,11,1306884,56882,423
MRWYEzIF3wM,Spicy Toro Crispy Rice #shorts,2021-09-28,32S,32,745786,60662,334
H4lekFAtUZM,Grilled Lobster Roll x Truffle Fries #shorts,2021-09-25,12S,12,1021181,58240,695
gEQeKJsAFSk,Team Medium Rare or Well Done? #shorts,2021-09-23,29S,29,32518077,1274744,35933
hSg7OFHr1zo,Did I overreact eating the eyeball? #shorts,2021-09-22,30S,30,3432241,186400,1892
_ndG_gpa3so,Pizza Wings #shorts,2021-09-20,27S,27,2735450,181023,1807
0Bngto6HLh0,Beefsteak 🍅 #shorts,2021-09-16,12S,12,12258158,373212,2479
9FpA4sHH-BA,The best way to cook a tomato #shorts,2021-09-16,12S,12,15155857,625325,5838
fnXL_svhMoQ,Lamb & Peaches for Snoop Dogg #shorts,2021-09-12,15S,15,1303874,64899,287
UKKxynoBO_w,Steak Battles: Max vs. Texas Roadhouse #shorts,2021-09-11,29S,29,20458245,1328957,8534
sigPLhr_zFk,Dry Aged Wagyu Burger #shorts,2021-09-09,28S,28,2705393,194574,1015
bv_mX6fbb38,Steak & Oysters #shorts,2021-09-06,14S,14,5845555,245148,801
KsQeQ1nJOP4,Next Level Rib Corndogs #shorts,2021-09-04,20S,20,2414107,184412,568
EbxQnE0d5Lc,Best “it’s raw” comment wins #shorts,2021-08-31,9S,9,6321666,192837,19253
A3Tqm5k1IA4,Teriyaki WAGYU Burnt Ends #shorts,2021-08-29,21S,21,1916026,112446,773
kUXXjApmS-E,Butter Basted Steak Tutorial #shorts,2021-08-27,38S,38,5011223,333189,1417
MDei1wVGmPY,"What benefits most from DRY AGING? Grass-fed, Choice, Prime, Wagyu",2021-08-26,1M37S,97,70126,2876,54
xPl9Qf7UGWM,Vegan sister makes tuna #shorts,2021-08-23,12S,12,7597970,227509,3628
PWrP6XwudJM,Watermelon tuna #shorts,2021-08-23,12S,12,12694989,352719,3577
JU7q3vcEeM0,something's fishy #shorts,2021-08-21,14S,14,1713653,64856,1290
4UwJhzIKbLw,Filet & Caprese #shorts,2021-08-13,18S,18,1878714,97545,452
VtPsXzlzVNM,Black Truffle & Cognac Wagyu Ribeye #shorts,2021-08-09,33S,33,5774531,402897,1462
zQyaFzqnoJQ,Beef Bacon Steak #shorts,2021-08-06,26S,26,6374518,373522,1328
rBQFGw8li4c,How to make smoked watermelon taste good #shorts,2021-08-03,13S,13,6737133,230845,1451
bG98sWNFymA,Never wrap with tinfoil... #shorts,2021-08-03,13S,13,7598812,243020,1751
-Qp7n1It40c,Most Expensive Beef Jerky? #shorts,2021-07-28,13S,13,4899222,253086,885
biZupXfvcYM,Prime Rib: Beef Bacon X Blue Cheese #shorts,2021-07-26,53S,53,11538401,886465,3444
l07-1bHwBp4,Beef Bacon Burnt Ends #shorts,2021-07-21,36S,36,4135772,314049,1176
YDTANv-7k7g,60 Day Dry Aged Picanha (Covered in frosting?) #shorts,2021-07-17,31S,31,2197416,162156,431
K-jGQmngQEQ,Black Truffle Dry Brined Wagyu #shorts,2021-07-13,30S,30,4265508,269753,1240
bwaM4sQS1Ek,Trimming a Dry Aged Brisket #shorts,2021-07-12,40S,40,5741606,392278,975
rrhB85u122o,The Steak Review: The Outback #shorts,2021-07-10,1M,60,7490983,616309,1299
IGwWbYE9cFs,Forbidden Dorito #shorts,2021-07-06,12S,12,61781539,1208920,3702
W-x_iacztuQ,4th of July STEAK CAKE (& firework show) #shorts,2021-07-04,34S,34,1019645,75463,850
XDL4e4969G8,Steak Battles: Max vs. The Outback #shorts,2021-07-01,54S,54,22703960,1748161,5284
R86b_OuBXDk,Onion Volcano #shorts,2021-06-27,12S,12,3409048,191037,792
6bCZhAKORW8,Chili Garlic Butter Oysters #shorts,2021-06-19,13S,13,806870,42420,278
8x5fkS2xECU,Dry Aged Sea Bass Sashimi #shorts,2021-06-17,26S,26,2337508,140334,631
UUOuTXn2REI,Bulgogi Beef Fried Rice #shorts,2021-06-16,32S,32,3715710,259338,1893
XqQ6mqKajj0,Catch & Cook: Black Sea Bass CEVICHE #shorts,2021-06-12,24S,24,1297490,68912,283
np_6Bt59Y80,Watermelon & Mustard: SHOCKING Results #shorts,2021-06-11,12S,12,4104661,146366,1170
3imf3xPNh4g,Car Cooking: Wagyu A5 at Taco Bell #shorts,2021-06-09,33S,33,10212400,695769,2201
ibF94yHR2Ug,TikTok said my meat looked dry #shorts,2021-06-08,15S,15,2587074,117249,3277
eiM8zDAH8dw,The Surf & Turf Crayfish #shorts,2021-06-07,29S,29,881087,61501,390
WaJW8Cvnr6g,5 Spice Ribs #shorts,2021-06-04,23S,23,517209,35823,164
i7gA9w-Cxa0,How much meat do I eat? #shorts,2021-06-02,31S,31,6040237,369903,1864
-b_PbTMbwF0,The 50 Day Dry Aged Brisket Sandwich #shorts,2021-05-27,31S,31,8218864,416462,1638
jlQYv3hM0uQ,Whiskey Aged Steak #shorts,2021-05-25,30S,30,11231800,607366,1524
04ECZ_Ohfi4,Steak School: Beef Tenderloin #shorts,2021-05-18,52S,52,6079213,500760,1289
hIOb9b-xspc,Duck & A Story #shorts,2021-05-17,31S,31,6530144,309444,1958
40FdljGsWOg,Wine Aged Ribeye #shorts,2021-05-13,31S,31,2028308,138859,645
S8EzdS4nE0w,Honey Mustard Ribs #shorts,2021-05-11,28S,28,541672,34851,293
H89U4ZZAQ5U,Candied Bacon X Bourbon Ribs #shorts,2021-05-06,25S,25,668151,48340,227
DvnZ4ch99PY,Dry Aged Duck #shorts,2021-05-06,25S,25,37355915,1037349,8628
EJh7o5AzqGU,All Aboard the Twisted Bacon Train #shorts,2021-04-30,45S,45,3042703,195345,1758
XUW85TmLNJc,The Meat CHESS BOARD #shorts,2021-04-24,31S,31,3098116,172299,1014
A24cBt35kLA,Duck CONFIT (date night food) #shorts,2021-04-22,23S,23,857813,43252,270
ygP-cZdTIgQ,Wagyu Tomahawk… Pastrami? #shorts,2021-04-18,30S,30,3409501,158921,746
XgmLWmc2IsI,Steak and a Story: Why I Started Social Media #shorts,2021-04-16,43S,43,3676251,260480,1294
yOzjlNzka5w,Choose Your Meat Wisely #shorts,2021-04-13,27S,27,14515268,460651,4626
7XYGcMlNWOY,Salmon Cinnamon Roll... but FANCY #shorts,2021-04-11,46S,46,1144815,92082,540
LMWuaQbIoDI,A Guide To Dry Aging: Rib Roast Experiment #shorts,2021-04-08,39S,39,1177930,90544,272
_QbmYhrzie0,The BASKETBALL Ham #shorts,2021-04-04,57S,57,8139684,527141,2300
O1Sc8uw6UjM,Lamb Rack WELLINGTON for @gordonramsay #shorts,2021-03-30,46S,46,1898302,157773,883
V7bTTaZn6Jg,Fitting a Chicken in a Sandwich #shorts,2021-03-26,40S,40,5954251,286081,2283
E9ShGXo5Bww,King Crab JERKY #shorts,2021-03-23,27S,27,2982273,149307,561
fPSQZ91RzTY,Steak School Pt. 2: Skirt Steak 101 #shorts,2021-03-21,56S,56,1914325,146216,401
oozpaRAAY9g,WAGYU X Candied Bacon Compound Butter #shorts,2021-03-19,42S,42,1557907,113624,741
iGhX600vU68,Car Cooking: WHOLE Chicken Chick-fil-A #shorts,2021-03-13,41S,41,35703296,1953716,8248
htGQcQzy1Jw,Reverse Sear vs Direct Heat #shorts,2021-03-11,31S,31,2106652,139528,545
FWsWKFUVN_o,King Crab Cake CUPCAKES #shorts,2021-03-11,44S,44,291803,18349,228
z85irTkXMi8,Halloween STEAK CAKE Throwback #shorts,2021-03-10,59S,59,543107,49533,472
LW3nSNGAA8M,DOUBLE CRUST Ribeye #shorts,2021-03-10,59S,59,1600663,100703,573
rFD2BiMxnYU,WAGYU Beef Jerky? #shorts,2021-03-09,53S,53,1413478,112812,726
r2o9WKXQ8Fc,Gordon Ramsay Wasn’t Happy With my Wellington! #shorts,2021-03-09,53S,53,3140518,192990,1196
ycDG7tDhM7U,DINO Rib Confit x Duck Fat #shorts,2021-03-08,36S,36,1422013,85271,478
N8coGPYDkBM,The SCORPION Beef Bomb #shorts,2021-03-08,59S,59,2215956,149088,1605
GIR7dZyKUfo,Grilled STEAK Tutorial: Thin Cuts #shorts,2021-03-07,59S,59,1607304,110014,705
6RbdIE6w_J4,Game changer Cinnamon Toast CRUNCH #shorts,2021-03-07,43S,43,341025,22084,297
sdJLOQVh3Zk,Lobster and CAVIAR Bites #shorts,2021-03-06,46S,46,668201,46919,378
sZr189j3THg,Bacon BREAD BLT: ASMR #shorts,2021-03-06,16S,16,316235,14297,250
-Ou09DfmCgc,Doc Said Add FISH to My Diet #shorts,2021-03-05,21S,21,832649,48614,611
Yfpl9RLbgOg,Car Cooking: The Filet-O-Fish #shorts,2021-03-04,41S,41,24515952,1543514,7651
h-Ry_yTEKAI,Fresh MANGO Habanero Wangz #shorts,2021-03-03,51S,51,338170,22689,161
G8RZKaoluAk,SQUIRREL TAIL Fish #shorts,2021-03-02,42S,42,1475434,60277,760
B2i-PHENcJA,Oxtail DUMPLINGS #shorts,2021-02-28,23S,23,667373,40566,496
p4elMv3PJOk,Taki Chicken Cordon BLUE #shorts,2021-02-28,30S,30,1113589,51124,604
rsxpryCkHE0,Car Cooking: Fixing the IMPOSSIBLE Burger #shorts,2021-02-27,41S,41,3479836,249763,1581
O55rt9_JAYA,Smoked Whiskey Glazed Pork Roast #shorts,2021-02-26,44S,44,468967,31974,214
be0Cal-gs58,Using Snow to Cook a Better Porterhouse #shorts,2021-02-25,37S,37,2122218,123906,543
Pg3ToNePSRA,Perfect Korean BEEF Marinade #shorts,2021-02-23,30S,30,557543,27811,206
H8ejRXfIGPg,The IMMORTAL Hot Pocket pt. 2 #shorts,2021-02-22,32S,32,545871,35896,337
j90UUvwLPKw,The HAMDOG #shorts,2021-02-21,46S,46,3704928,266379,2485
D8-YO_NcPkQ,Sous Vide x Smoked x Smash BURGER #shorts,2021-02-21,58S,58,3735280,304667,2075
0_N0fdXYaAA,Fresh Chili Lime WANGZ #shorts,2021-02-20,54S,54,347176,23152,221
1QdWOB_OMj4,Leg of LAMB: ASMR #shorts,2021-02-18,16S,16,374372,17846,206
ASYaBkUUMwQ,HABANERO Compound Butter ASMR #shorts,2021-02-17,15S,15,448327,18900,183
fByMB8ukv7g,BOURBON Glazed Beer Can Turkey #shorts,2021-02-16,16S,16,380066,14750,244
N6qLoOAHTU0,Steak School: Ribeye 101 in 60 Seconds #shorts,2021-02-15,59S,59,1114669,65597,356
9aV5f6w3G5A,Bacon Wrapped GOOSE #shorts,2021-02-14,52S,52,1788448,131573,1385
KbFrYwfC6Uo,Filet Mignon STEAK EXPERIMENT #shorts,2021-02-12,54S,54,10595891,736642,2142
VYRHp1kg5UU,Jalapeño Smoked SALMON Dip (the perfect dip) #shorts,2021-02-11,43S,43,490768,28862,257
-kA_6WG4meQ,The SUPER (Bacon & Queso) Bowl #shorts,2021-02-09,58S,58,1740181,99810,698
NQFnpRx6Ajc,SALMON Bread #shorts,2021-02-07,47S,47,5035578,322278,1936
8u_L6--738k,Car Cooking: The Oreo McFlurry #shorts,2021-02-04,59S,59,35969533,2287015,7262
V5uvSbW-Y0o,The PORCHETTA Glizzy Wellington (pt4) #shorts,2021-02-04,55S,55,1267262,69375,900
lCK6zrwnBGw,Smoked LOBSTER and Garlic Butter #shorts,2021-02-03,30S,30,598075,33740,434
JvI42klX2so,Bacon STEAK #shorts,2021-02-02,32S,32,1879177,116847,908
4cuGjdEQ11w,Is DRY BRINING Worth It? Steak Science #shorts,2021-02-01,58S,58,1432403,71552,342
TduiEN47DIc,The IMMORTAL Hot Pocket pt1 #shorts,2021-01-31,56S,56,2345820,133291,1035
d1ClvpNZycs,JUMBO Surf & Turf TEMPURA #shorts,2021-01-29,40S,40,1080789,45183,468
bde4_GrdjMM,Honey Mustard x Ghost Pepper WANGZ #shorts,2021-01-27,34S,34,607293,23815,354
9KgJDGLcWmw,CRUNCH WRAP Supreme #shorts,2021-01-25,59S,59,4845766,322624,2326
feL8t43tLZA,The WAGYU Big Mac (Car Cooking pt4) #shorts,2021-01-24,41S,41,17231396,915060,3662
hSD48Iop-Ms,Worlds Most EXPENSIVE Beef Jerky (A5 Wagyu Filet Mignon) #shorts,2021-01-23,30S,30,2235431,88963,767
OxWnNyImzw4,BACON Bread: BLT & Salad Bowl #shorts,2021-01-23,36S,36,864421,32003,632
WhTiePz20IU,The GOLDEN Goldfish #shorts,2021-01-22,55S,55,1566568,53448,1045
BUP7MiEFrcU,Cooking BAMBI: ASMR #shorts,2021-01-22,16S,16,1368740,40978,792
_x1rQpyQy4A,WAGYU Nachos #shorts,2021-01-21,40S,40,1278202,65561,735
zNjnRDFKv8M,Salmon CANDY #shorts,2021-01-20,33S,33,1092765,39412,614
cyrVgqAD6xc,Candied BACON x Ice Cream #shorts,2021-01-20,35S,35,463082,23822,750
uNCxAk6ozPE,Tofu RIBS #shorts,2021-01-19,44S,44,3138917,190045,3252
wJXmkEN2XrA,Golden GLIZZY Wellington! #shorts,2021-01-19,58S,58,3598417,294201,1761
7MwM4I91o1Q,LOBSTER Hacks #shorts,2021-01-18,15S,15,12086822,536613,1152
OfVHuqUGlyg,Hot dog OR Hamburger? #shorts,2021-01-18,44S,44,1090755,45873,1423
U-Lk0uoMN7I,BACON Studded Smoked SALMON #shorts,2021-01-17,58S,58,3111598,219536,1229
6kKfZQ8u4T8,Eating a 300 DAY Old Steak RAW #shorts,2021-01-17,56S,56,32226336,1428992,13780
dOAyYRAPwr0,The GLIZZY Wellington Pt2 #shorts,2021-01-16,58S,58,9396322,554041,3395
MWjQZ1Tx-20,The GLIZZY Wellington #shorts,2021-01-15,51S,51,1768216,58148,1468
-K6E6U58zGE,LOBSTER x Grilled Cheese #shorts,2021-01-14,56S,56,1697893,65404,1069
4IdSz2V4RF8,PORKLESS Salmon x Cinnamon Roll #shorts,2021-01-13,51S,51,1434219,49430,944
oFhNJgWM6Y0,BRINGING THE MEATS to Arby’s: Car Cooking pt3 #shorts,2021-01-12,31S,31,6468030,202630,1778
JWSZsYag6O4,Will it Wellington? CINNAMON ROLLS #shorts,2021-01-11,31S,31,1374827,41317,1319
w8j9C0BbtDg,Swedish Fish #shorts,2021-01-10,31S,31,1664271,48199,1066
YMrP85Olqa8,Surf & TURF Sushi #shorts,2021-01-09,29S,29,1343221,45611,597
7VLkKClEug8,Hot Tub TUNA #shorts,2021-01-08,26S,26,3416917,80894,1637
Z82F8XA68rc,Car Cooking pt2 THE McRIB #shorts,2021-01-06,27S,27,7884886,302476,1552
w6fdVersAmg,Smoked Bacon S’MORE Bombs #shorts,2021-01-05,53S,53,390607,16821,575
PN_1jWeLf2c,Ribs in a CORN DOG!! #shorts,2021-01-04,32S,32,798967,32380,626
a42lVGMqACk,Garlic BOMBS! #shorts,2021-01-03,32S,32,1078031,45677,583
GoofISdn2TQ,The PERFECT Bite: Bacon STUDDED Scallops & Caviar #shorts,2021-01-02,39S,39,573349,20361,607
XD_O33aU9wU,FrankenSTEAK: Gluing a Filet to a Ribeye #shorts,2020-12-30,29S,29,1527869,55734,657
6bXYJ4Z1Sc0,A5 Wagyu x PURPLE Cauliflower #shorts,2020-12-28,46S,46,1419468,56911,1269
HZ-bqnA5ioQ,Grow a GLIZZY #shorts,2020-12-27,47S,47,6514811,304281,5810
hXFVFkNy01o,Bacon Stuffed BUNS Triple Smash Burger #shorts,2020-12-26,50S,50,1417077,85628,1031
DNaLdMOmSWw,SHREDDING a Wagyu Steak #shorts,2020-12-25,51S,51,3378638,163340,1471
IInYY3tkshE,PRIME RIB Laced w/ Bacon & Blue Cheese #shorts,2020-12-25,55S,55,1085332,58099,1000
ROxD5KeuPTU,Fresh EEL Sushi #shorts,2020-12-24,50S,50,784182,25909,721
-4MKnJY-2hc,VENISON Rib Roast #shorts,2020-12-22,55S,55,851412,37560,803
d7aB-aTdc4c,Black Hawk BEEF Bomb #shorts,2020-12-21,56S,56,1543208,68199,1051
ja_Uw62RulA,Root Beer Glazed RIBS x Root Beer Float #shorts,2020-12-20,33S,33,485614,22354,371
Lkx2dacy-PQ,LAMB Rack x Balsamic Blackberry Glaze #shorts,2020-12-19,58S,58,567301,25099,469
hBd1FRlHczg,Smoked SALMON x Cinnamon Roll #shorts,2020-12-15,55S,55,1797229,108318,1156
eqE0ag_XYsA,Will it Easy Bake: WAGYU A5 & Truffles #shorts,2020-12-15,48S,48,800313,33825,674
xdSGOWKt_6o,Holiday Tree. Meat Galore. #shorts,2020-12-08,59S,59,1472283,46903,2074
D1SeFPWNxss,Candied BACON: Chocolate x Sriracha #shorts,2020-12-06,24S,24,396652,14923,286
ecxEdDh1GJ0,Boneless Wings EXPOSED #shorts,2020-12-03,37S,37,7239456,259036,2330
wPm6qrUuvGI,Taco TWINKIE x Flaming Hot Mozzarella Stick #shorts,2020-11-30,54S,54,1570081,62752,1098
OQ435x0Kf1s,The TURKEY FOOTBALL #shorts,2020-11-29,59S,59,2920542,180221,2027
A9tZvbzU0zs,Will it EASY BAKE? pt2 Baby Back Ribs #shorts,2020-11-24,44S,44,921953,44020,889
ya64LQKTGBs,Will it EASY BAKE? pt1 Ribeye and Potatoes 🥩🥔  #shorts,2020-11-20,55S,55,3828101,198160,2132
MWLYWOtmJVY,The STEAK Cake 🥩 🎂 #shorts,2020-11-15,52S,52,889354,39735,1337
5OLKyNq1aF0,3 Perfect STEAK Sauces 🥩,2020-11-13,53S,53,2303774,100393,1113
AqqH_AEcJ8Q,The Pork PRETZEL 🐽 + 🥨,2020-11-10,49S,49,2644755,141902,2591
IU_0YZ_Bshw,WELLINGTON Steak Cake! Happy Birthday Gordon Ramsay & Tilly Ramsay🥩🎂🥖,2020-11-08,59S,59,5817706,340283,2758
MZ5z_XEM0M8,Prime Rib Laced With BACON 🥩🥓,2020-11-06,59S,59,2286020,82301,1672
