Video ID,Title,SOALAS Count,LAS Count,Applewood Count
eiM8zDAH8dw,The Surf & Turf Crayfish #shorts,0,0,1
WaJW8Cvnr6g,5 Spice Ribs #shorts,0,1,1
i7gA9w-Cxa0,How much meat do I eat? #shorts,0,0,0
-b_PbTMbwF0,The 50 Day Dry Aged Brisket Sandwich #shorts,0,0,0
jlQYv3hM0uQ,Whiskey Aged Steak #shorts,0,0,0
04ECZ_Ohfi4,Steak School: Beef Tenderloin #shorts,0,0,0
hIOb9b-xspc,Duck & A Story #shorts,0,0,0
40FdljGsWOg,Wine Aged Ribeye #shorts,0,0,0
S8EzdS4nE0w,Honey Mustard Ribs #shorts,0,1,1
H89U4ZZAQ5U,Candied Bacon X Bourbon Ribs #shorts,0,1,1
DvnZ4ch99PY,Dry Aged Duck #shorts,0,0,0
EJh7o5AzqGU,All Aboard the Twisted Bacon Train #shorts,0,1,1
XUW85TmLNJc,The Meat CHESS BOARD #shorts,1,1,1
A24cBt35kLA,Duck CONFIT (date night food) #shorts,0,0,0
ygP-cZdTIgQ,Wagyu Tomahawk… Pastrami? #shorts,0,1,1
XgmLWmc2IsI,Steak and a Story: Why I Started Social Media #shorts,0,0,0
yOzjlNzka5w,Choose Your Meat Wisely #shorts,0,0,0
7XYGcMlNWOY,Salmon Cinnamon Roll... but FANCY #shorts,0,1,1
LMWuaQbIoDI,A Guide To Dry Aging: Rib Roast Experiment #shorts,0,0,0
_QbmYhrzie0,The BASKETBALL Ham #shorts,0,1,1
O1Sc8uw6UjM,Lamb Rack WELLINGTON for @gordonramsay #shorts,0,0,0
V7bTTaZn6Jg,Fitting a Chicken in a Sandwich #shorts,0,0,0
E9ShGXo5Bww,King Crab JERKY #shorts,0,0,0
fPSQZ91RzTY,Steak School Pt. 2: Skirt Steak 101 #shorts,0,0,0
oozpaRAAY9g,WAGYU X Candied Bacon Compound Butter #shorts,0,1,1
iGhX600vU68,Car Cooking: WHOLE Chicken Chick-fil-A #shorts,0,0,0
htGQcQzy1Jw,Reverse Sear vs Direct Heat #shorts,0,0,0
FWsWKFUVN_o,King Crab Cake CUPCAKES #shorts,0,0,0
z85irTkXMi8,Halloween STEAK CAKE Throwback #shorts,0,0,0
LW3nSNGAA8M,DOUBLE CRUST Ribeye #shorts,0,0,0
rFD2BiMxnYU,WAGYU Beef Jerky? #shorts,0,0,0
r2o9WKXQ8Fc,Gordon Ramsay Wasn’t Happy With my Wellington! #shorts,0,0,0
ycDG7tDhM7U,DINO Rib Confit x Duck Fat #shorts,0,1,0
N8coGPYDkBM,The SCORPION Beef Bomb #shorts,0,0,1
GIR7dZyKUfo,Grilled STEAK Tutorial: Thin Cuts #shorts,0,0,0
6RbdIE6w_J4,Game changer Cinnamon Toast CRUNCH #shorts,0,0,0
sdJLOQVh3Zk,Lobster and CAVIAR Bites #shorts,0,0,0
sZr189j3THg,Bacon BREAD BLT: ASMR #shorts,0,0,0
-Ou09DfmCgc,Doc Said Add FISH to My Diet #shorts,0,0,0
Yfpl9RLbgOg,Car Cooking: The Filet-O-Fish #shorts,0,0,0
h-Ry_yTEKAI,Fresh MANGO Habanero Wangz #shorts,0,0,0
G8RZKaoluAk,SQUIRREL TAIL Fish #shorts,0,0,0
B2i-PHENcJA,Oxtail DUMPLINGS #shorts,0,0,0
p4elMv3PJOk,Taki Chicken Cordon BLUE #shorts,0,0,0
rsxpryCkHE0,Car Cooking: Fixing the IMPOSSIBLE Burger #shorts,0,0,0
O55rt9_JAYA,Smoked Whiskey Glazed Pork Roast #shorts,1,1,1
be0Cal-gs58,Using Snow to Cook a Better Porterhouse #shorts,0,1,1
Pg3ToNePSRA,Perfect Korean BEEF Marinade #shorts,0,0,0
H8ejRXfIGPg,The IMMORTAL Hot Pocket pt. 2 #shorts,0,0,2
j90UUvwLPKw,The HAMDOG #shorts,0,0,0
D8-YO_NcPkQ,Sous Vide x Smoked x Smash BURGER #shorts,0,0,1
0_N0fdXYaAA,Fresh Chili Lime WANGZ #shorts,0,0,0
1QdWOB_OMj4,Leg of LAMB: ASMR #shorts,0,0,0
ASYaBkUUMwQ,HABANERO Compound Butter ASMR #shorts,0,0,0
fByMB8ukv7g,BOURBON Glazed Beer Can Turkey #shorts,0,0,0
N6qLoOAHTU0,Steak School: Ribeye 101 in 60 Seconds #shorts,0,0,0
9aV5f6w3G5A,Bacon Wrapped GOOSE #shorts,0,0,0
KbFrYwfC6Uo,Filet Mignon STEAK EXPERIMENT #shorts,0,0,0
VYRHp1kg5UU,Jalapeño Smoked SALMON Dip (the perfect dip) #shorts,0,0,0
-kA_6WG4meQ,The SUPER (Bacon & Queso) Bowl #shorts,0,0,0
NQFnpRx6Ajc,SALMON Bread #shorts,0,1,1
8u_L6--738k,Car Cooking: The Oreo McFlurry #shorts,0,0,0
V5uvSbW-Y0o,The PORCHETTA Glizzy Wellington (pt4) #shorts,0,0,0
lCK6zrwnBGw,Smoked LOBSTER and Garlic Butter #shorts,1,1,1
JvI42klX2so,Bacon STEAK #shorts,0,0,1
4cuGjdEQ11w,Is DRY BRINING Worth It? Steak Science #shorts,0,0,0
TduiEN47DIc,The IMMORTAL Hot Pocket pt1 #shorts,0,1,0
d1ClvpNZycs,JUMBO Surf & Turf TEMPURA #shorts,0,0,0
bde4_GrdjMM,Honey Mustard x Ghost Pepper WANGZ #shorts,0,0,0
9KgJDGLcWmw,CRUNCH WRAP Supreme #shorts,0,0,0
feL8t43tLZA,The WAGYU Big Mac (Car Cooking pt4) #shorts,0,0,0
hSD48Iop-Ms,Worlds Most EXPENSIVE Beef Jerky (A5 Wagyu Filet Mignon) #shorts,0,0,0
OxWnNyImzw4,BACON Bread: BLT & Salad Bowl #shorts,0,0,0
WhTiePz20IU,The GOLDEN Goldfish #shorts,0,0,0
BUP7MiEFrcU,Cooking BAMBI: ASMR #shorts,0,0,0
_x1rQpyQy4A,WAGYU Nachos #shorts,0,0,0
zNjnRDFKv8M,Salmon CANDY #shorts,0,0,0
cyrVgqAD6xc,Candied BACON x Ice Cream #shorts,0,0,0
uNCxAk6ozPE,Tofu RIBS #shorts,0,1,1
wJXmkEN2XrA,Golden GLIZZY Wellington! #shorts,0,0,0
7MwM4I91o1Q,LOBSTER Hacks #shorts,0,0,0
OfVHuqUGlyg,Hot dog OR Hamburger? #shorts,0,0,1
U-Lk0uoMN7I,BACON Studded Smoked SALMON #shorts,0,0,1
6kKfZQ8u4T8,Eating a 300 DAY Old Steak RAW #shorts,0,0,0
dOAyYRAPwr0,The GLIZZY Wellington Pt2 #shorts,0,0,0
MWjQZ1Tx-20,The GLIZZY Wellington #shorts,0,0,1
-K6E6U58zGE,LOBSTER x Grilled Cheese #shorts,0,0,0
4IdSz2V4RF8,PORKLESS Salmon x Cinnamon Roll #shorts,0,0,1
oFhNJgWM6Y0,BRINGING THE MEATS to Arby’s: Car Cooking pt3 #shorts,0,0,0
JWSZsYag6O4,Will it Wellington? CINNAMON ROLLS #shorts,0,0,0
w8j9C0BbtDg,Swedish Fish #shorts,0,1,1
YMrP85Olqa8,Surf & TURF Sushi #shorts,0,0,0
7VLkKClEug8,Hot Tub TUNA #shorts,0,0,0
Z82F8XA68rc,Car Cooking pt2 THE McRIB #shorts,0,0,0
w6fdVersAmg,Smoked Bacon S’MORE Bombs #shorts,0,0,1
PN_1jWeLf2c,Ribs in a CORN DOG!! #shorts,0,0,1
a42lVGMqACk,Garlic BOMBS! #shorts,0,0,0
GoofISdn2TQ,The PERFECT Bite: Bacon STUDDED Scallops & Caviar #shorts,0,0,0
XD_O33aU9wU,FrankenSTEAK: Gluing a Filet to a Ribeye #shorts,0,0,0
6bXYJ4Z1Sc0,A5 Wagyu x PURPLE Cauliflower #shorts,0,0,0
HZ-bqnA5ioQ,Grow a GLIZZY #shorts,1,1,1
hXFVFkNy01o,Bacon Stuffed BUNS Triple Smash Burger #shorts,0,0,0
DNaLdMOmSWw,SHREDDING a Wagyu Steak #shorts,0,0,0
IInYY3tkshE,PRIME RIB Laced w/ Bacon & Blue Cheese #shorts,1,1,1
ROxD5KeuPTU,Fresh EEL Sushi #shorts,0,0,0
-4MKnJY-2hc,VENISON Rib Roast #shorts,0,1,1
d7aB-aTdc4c,Black Hawk BEEF Bomb #shorts,0,1,1
ja_Uw62RulA,Root Beer Glazed RIBS x Root Beer Float #shorts,0,1,1
Lkx2dacy-PQ,LAMB Rack x Balsamic Blackberry Glaze #shorts,0,1,1
hBd1FRlHczg,Smoked SALMON x Cinnamon Roll #shorts,0,0,1
eqE0ag_XYsA,Will it Easy Bake: WAGYU A5 & Truffles #shorts,0,0,0
xdSGOWKt_6o,Holiday Tree. Meat Galore. #shorts,0,0,0
D1SeFPWNxss,Candied BACON: Chocolate x Sriracha #shorts,0,0,0
ecxEdDh1GJ0,Boneless Wings EXPOSED #shorts,0,0,0
wPm6qrUuvGI,Taco TWINKIE x Flaming Hot Mozzarella Stick #shorts,0,0,0
OQ435x0Kf1s,The TURKEY FOOTBALL #shorts,0,1,1
A9tZvbzU0zs,Will it EASY BAKE? pt2 Baby Back Ribs #shorts,0,0,0
ya64LQKTGBs,Will it EASY BAKE? pt1 Ribeye and Potatoes 🥩🥔  #shorts,0,0,0
MWLYWOtmJVY,The STEAK Cake 🥩 🎂 #shorts,0,1,1
5OLKyNq1aF0,3 Perfect STEAK Sauces 🥩,0,0,0
AqqH_AEcJ8Q,The Pork PRETZEL 🐽 + 🥨,0,1,1
IU_0YZ_Bshw,WELLINGTON Steak Cake! Happy Birthday Gordon Ramsay & Tilly Ramsay🥩🎂🥖,0,0,0
MZ5z_XEM0M8,Prime Rib Laced With BACON 🥩🥓,0,1,0
